"filename", "language", "C++", "comment", "blank", "total"
"/home/alex/Desktop/Nugget-Invader/Attacks.cpp", "C++", 3, 1, 2, 6
"/home/alex/Desktop/Nugget-Invader/Attacks.h", "C++", 2, 0, 1, 3
"/home/alex/Desktop/Nugget-Invader/MenuInterface.cpp", "C++", 36, -2, 3, 37
"/home/alex/Desktop/Nugget-Invader/MenuInterface.h", "C++", 3, 0, 0, 3
"/home/alex/Desktop/Nugget-Invader/WiFiScanner.cpp", "C++", 0, 0, 2, 2
"Total", "-", 44, -1, 8, 51
